	PhraseId	SentenceId	Phrase	Sentiment
44153	44154	2141	This Sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama .	1
44174	44175	2142	` All in all , Reign of Fire will be a good -LRB- successful -RRB- rental . '	2
44188	44189	2143	Sunshine State surveys the landscape and assesses the issues with a clear passion for sociology .	2
44205	44206	2144	With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .	4
44225	44226	2145	An ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen .	3
44243	44244	2146	It 's just a movie that happens to have Jackie Chan in it .	1
44252	44253	2147	You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California .	1
44286	44287	2148	The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .	3
44328	44329	2149	You can fire a torpedo through some of Clancy 's holes , and the scripters do n't deserve any Oscars .	0
44350	44351	2150	A non-Britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .	1
44383	44384	2151	Obviously , a lot of people wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential .	1
44401	44402	2152	A moving picture that does not move .	1
44407	44408	2153	Just about all of the film is confusing on one level or another , making Ararat far more demanding than it needs to be .	1
44427	44428	2154	Daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails .	4
44459	44460	2155	Hatosy ... portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue .	3
44480	44481	2156	A uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot .	3
44501	44502	2157	... Jones , despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts .	2
44542	44543	2158	Fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing .	4
44567	44568	2159	Could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies .	3
44592	44593	2160	Naipaul fans may be disappointed .	1
44596	44597	2161	The screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children .	1
44615	44616	2162	A beautiful , entertaining two hours .	4
44619	44620	2163	Enough said , except : Film overboard !	0
44626	44627	2164	Writer\/director Walter Hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable .	3
44661	44662	2165	For all the time we spend with these people , we never really get inside of them .	1
44674	44675	2166	Eisenstein lacks considerable brio for a film about one of cinema 's directorial giants .	1
44685	44686	2167	Naomi Watts is terrific as Rachel ; her petite frame and vulnerable persona emphasising her plight and isolation .	3
44709	44710	2168	A giddy and provocative sexual romp that has something to say .	3
44720	44721	2169	With a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of The Longest Yard .	0
44748	44749	2170	Life on the rez is no picnic : this picture shows you why .	2
44762	44763	2171	As Allen 's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator David Presson .	2
44791	44792	2172	It is there to give them a good time .	2
44798	44799	2173	Sly , sophisticated and surprising .	3
44803	44804	2174	All the pieces fall together without much surprise , but little moments give it a boost .	3
44817	44818	2175	Aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .	2
44845	44846	2176	Like coming into a long-running , well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .	1
44872	44873	2177	This is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .	0
44898	44899	2178	In its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation .	3
44922	44923	2179	The movie does has some entertainment value - how much depends on how well you like Chris Rock .	2
44937	44938	2180	Speaks eloquently about the symbiotic relationship between art and life .	4
44949	44950	2181	Not everything in this ambitious comic escapade works , but Coppola , along with his sister , Sofia , is a real filmmaker .	3
44975	44976	2182	Nothing more than a stifling morality tale dressed up in peekaboo clothing .	1
44989	44990	2183	A series of immaculately composed shots of Patch Adams quietly freaking out does not make for much of a movie .	1
45010	45011	2184	The movie does n't add anything fresh to the myth .	1
45018	45019	2185	Upper West Sidey exercise in narcissism and self-congratulation disguised as a tribute .	1
45032	45033	2186	The entire cast is extraordinarily good .	4
45039	45040	2187	Like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless .	2
45061	45062	2188	Um ... is n't that the basis for the entire plot ?	1
45073	45074	2189	Cho 's timing is priceless .	4
45079	45080	2190	Meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of Nazi politics and aesthetics .	3
45109	45110	2191	It 's a drawling , slobbering , lovable run-on sentence of a film , a Southern Gothic with the emotional arc of its raw blues soundtrack .	2
45140	45141	2192	... a weak and ineffective ghost story without a conclusion or pay off .	0
45153	45154	2193	Rabbit-Proof Fence will probably make you angry .	2
45162	45163	2194	Time stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .	1
45182	45183	2195	It cooks Conduct in a low , smoky and inviting sizzle .	3
45196	45197	2196	This is the first film I 've ever seen that had no obvious directing involved .	2
45208	45209	2197	... Ice Age treads predictably along familiar territory , making it a passable family film that wo n't win many fans over the age of 12 .	2
45233	45234	2198	One of the very best movies ever made about the life of moviemaking .	4
45243	45244	2199	A perfectly pleasant if slightly pokey comedy .	3
45251	45252	2200	A flawed but engrossing thriller .	3
45256	45257	2201	Both damning and damned compelling .	3
45262	45263	2202	The film sometimes flags ... but there is enough secondary action to keep things moving along at a brisk , amusing pace .	2
45285	45286	2203	... creates a visceral sense of its characters ' lives and conflicted emotions that carries it far above ... what could have been a melodramatic , Lifetime Channel-style anthology .	2
45316	45317	2204	To honestly address the flaws inherent in how medical aid is made available to American workers , a more balanced or fair portrayal of both sides will be needed .	1
45350	45351	2205	A charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .	3
45381	45382	2206	A delightful little film that revels in its own simplicity , Mostly Martha will leave you with a smile on your face and a grumble in your stomach .	3
45408	45409	2207	It just did n't mean much to me and played too skewed to ever get a hold on -LRB- or be entertained by -RRB- .	0
45430	45431	2208	The Four Feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes .	3
45454	45455	2209	A comedy that swings and jostles to the rhythms of life .	3
45465	45466	2210	It 's never dull and always looks good .	4
45472	45473	2211	Unfunny and lacking any sense of commitment to or affection for its characters , the Reginald Hudlin comedy relies on toilet humor , ethnic slurs .	0
45498	45499	2212	Rich in shadowy metaphor and as sharp as a samurai sword , Jiang Wen 's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut .	4
45545	45546	2213	Reggio and Glass put on an intoxicating show .	3
45553	45554	2214	likeable thanks to its cast , its cuisine and its quirky tunes .	4
45567	45568	2215	What with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .	1
45599	45600	2216	Breen 's script is sketchy with actorish notations on the margin of acting .	1
45614	45615	2217	Has its moments , but it 's pretty far from a treasure .	2
45626	45627	2218	This loud and thoroughly obnoxious comedy about a pair of squabbling working-class spouses is a deeply unpleasant experience .	0
45646	45647	2219	Not counting a few gross-out comedies I 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .	0
45675	45676	2220	Witty , vibrant , and intelligent .	3
45680	45681	2221	The best thing I can say about this film is that I ca n't wait to see what the director does next .	4
45699	45700	2222	May puzzle his most ardent fans .	1
45707	45708	2223	You can take the grandkids or the grandparents and never worry about anyone being bored ... audience is a sea of constant smiles and frequent laughter .	4
45738	45739	2224	Try this obscenely bad dark comedy , so crass that it makes Edward Burns ' Sidewalks of New York look like Oscar Wilde .	1
45761	45762	2225	The Tuxedo was n't just bad ; it was , as my friend David Cross would call it , ` Hungry-Man portions of bad ' .	1
45786	45787	2226	Human Nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart .	1
45803	45804	2227	It 's fun , splashy and entertainingly nasty .	3
45813	45814	2228	A little objectivity could have gone a long way .	2
45822	45823	2229	The film boasts at least a few good ideas and features some decent performances , but the result is disappointing .	3
45839	45840	2230	Boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect .	0
45869	45870	2231	... unlikable , uninteresting , unfunny , and completely , utterly inept .	0
45881	45882	2232	A creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy .	3
45908	45909	2233	The crassness of this reactionary thriller is matched only by the ridiculousness of its premise .	1
45926	45927	2234	The Porky 's Revenge : Ultimate Edition ?	2
45934	45935	2235	None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?	3
45959	45960	2236	Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .	3
45993	45994	2237	In its chicken heart , Crush goes to absurd lengths to duck the very issues it raises .	1
46013	46014	2238	I 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks .	2
46049	46050	2239	Worth seeing once , but its charm quickly fades .	2
46059	46060	2240	If The Man from Elysian Fields is doomed by its smallness , it is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out .	3
46099	46100	2241	There 's nothing interesting in Unfaithful whatsoever .	0
46108	46109	2242	There 's already been too many of these films ...	0
46116	46117	2243	Almost peerlessly unsettling .	1
46120	46121	2244	Maybe he was reading the minds of the audience .	3
46129	46130	2245	A sly female empowerment movie , although not in a way anyone would expect .	3
46143	46144	2246	Go for La Salle 's performance , and make do as best you can with a stuttering script .	2
46164	46165	2247	... The movie feels stitched together from stock situations and characters from other movies .	1
46177	46178	2248	It remains to be seen whether Statham can move beyond the crime-land action genre , but then again , who says he has to ?	2
46202	46203	2249	Though in some ways similar to Catherine Breillat 's Fat Girl , Rain is the far superior film .	4
46222	46223	2250	It shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .	0
46254	46255	2251	Potty-mouthed enough for PG-13 , yet not as hilariously raunchy as South Park , this strangely schizo cartoon seems suited neither to kids or adults .	1
46282	46283	2252	A poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .	2
46307	46308	2253	-LRB- A -RRB- rare movie that makes us re-assess the basis for our lives and evaluate what is truly ours in a world of meaningless activity .	2
46333	46334	2254	If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids .	3
46366	46367	2255	As a director , Paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .	4
46392	46393	2256	But Toback 's deranged immediacy makes it seem fresh again .	3
46403	46404	2257	Stanley Kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe .	4
46428	46429	2258	There 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but Kang tacks on three or four more endings .	2
46459	46460	2259	Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .	0
46496	46497	2260	Amazingly dopey .	3
46498	46499	2261	It 's hard to imagine that even very small children will be impressed by this tired retread .	0
46513	46514	2262	A beautifully shot but dull and ankle-deep ` epic . '	1
46523	46524	2263	The performances of the four main actresses bring their characters to life .	3
46533	46534	2264	The emotional overload of female angst irreparably drags the film down .	0
46545	46546	2265	Comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .	3
46564	46565	2266	-LRB- Woo 's -RRB- most resonant film since The Killer .	3
46572	46573	2267	Muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .	3
46596	46597	2268	Even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end ... you almost do n't notice the 129-minute running time .	4
46622	46623	2269	In a movie full of surprises , the biggest is that Secret Ballot is a comedy , both gentle and biting .	3
46636	46637	2270	A fascinating case study of flower-power liberation -- and the price that was paid for it .	4
46650	46651	2271	The pacing is deadly , the narration helps little and Naipaul , a juicy writer , is negated .	0
46669	46670	2272	The director , Mark Pellington , does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head .	3
46710	46711	2273	-- is a crime that should be punishable by chainsaw .	1
46722	46723	2274	Delivers more than its fair share of saucy hilarity .	3
46732	46733	2275	While the mystery unravels , the characters respond by hitting on each other .	2
46744	46745	2276	Now here 's a sadistic bike flick that would have made Vittorio De Sica proud .	3
46763	46764	2277	Meticulously uncovers a trail of outrageous force and craven concealment .	3
46777	46778	2278	A pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of Crystal and De Niro .	4
46804	46805	2279	From both a great and a terrible story , Mr. Nelson has made a film that is an undeniably worthy and devastating experience .	3
46827	46828	2280	... will always be remembered for the 9-11 terrorist attacks .	2
46840	46841	2281	For the rest of us , sitting through Dahmer 's two hours amounts to little more than punishment .	0
46856	46857	2282	More tiring than anything .	1
46861	46862	2283	If you 're not , you 'll still have a good time . ''	3
46870	46871	2284	Occasionally funny , sometimes inspiring , often boring .	2
46878	46879	2285	On the surface a silly comedy , Scotland , PA would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .	3
46905	46906	2286	Cassavetes thinks he 's making Dog Day Afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon .	1
46938	46939	2287	... delivers few moments of inspiration amid the bland animation and simplistic story .	2
46949	46950	2288	When not wallowing in its characters ' frustrations , the movie is busy contriving false , sitcom-worthy solutions to their problems .	1
46971	46972	2289	Fans of critics ' darling band Wilco will marvel at the sometimes murky , always brooding look of I Am Trying to Break Your Heart .	3
46998	46999	2290	A truly wonderful tale combined with stunning animation .	4
47006	47007	2291	Just when you think you are making sense of it , something happens that tells you there is no sense .	1
47025	47026	2292	Easily one of the best and most exciting movies of the year .	4
47034	47035	2293	Daring and beautifully made .	4
47037	47038	2294	An impenetrable and insufferable ball of pseudo-philosophic twaddle .	1
47047	47048	2295	Was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?	0
47072	47073	2296	At no point during K-19 : The Widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot .	2
47115	47116	2297	A lightweight , uneven action comedy that freely mingles French , Japanese and Hollywood cultures .	1
47133	47134	2298	The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .	3
47171	47172	2299	When a movie asks you to feel sorry for Mick Jagger 's sex life , it already has one strike against it .	1
47193	47194	2300	The movie 's gloomy atmosphere is fascinating , though , even if the movie itself does n't stand a ghost of a chance .	2
47212	47213	2301	There 's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits .	0
47236	47237	2302	a confident , richly acted , emotionally devastating piece of work and 2002 's first great film	4
47252	47253	2303	Starts slowly , but Adrien Brody -- in the title role -- helps make the film 's conclusion powerful and satisfying .	3
47269	47270	2304	Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness .	4
47287	47288	2305	Those who are not acquainted with the author 's work , on the other hand , may fall fast asleep .	1
47309	47310	2306	in period costume and with a bigger budget .	2
47317	47318	2307	But it could be , by its art and heart , a necessary one .	3
47330	47331	2308	A generous , inspiring film that unfolds with grace and humor and gradually becomes a testament to faith .	4
47349	47350	2309	The project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting .	0
47373	47374	2310	Murderous Maids pulls no punches in its depiction of the lives of the Papin sister and the events that led to their notorious rise to infamy ...	3
47402	47403	2311	When Seagal appeared in an orange prison jumpsuit , I wanted to stand up in the theater and shout , ` Hey , Kool-Aid ! '	2
47428	47429	2312	For this sort of thing to work , we need agile performers , but the proficient , dull Sorvino has no light touch , and Rodan is out of his league .	1
47462	47463	2313	The film is impressive for the sights and sounds of the wondrous beats the world has to offer .	4
47480	47481	2314	Mr. Deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy .	4
47495	47496	2315	Pretty good little movie .	3
47498	47499	2316	The story is also as unoriginal as they come , already having been recycled more times than I 'd care to count .	1
47518	47519	2317	Passionate , irrational , long-suffering but cruel as a tarantula , Helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .	3
47550	47551	2318	Initially gripping , eventually cloying POW drama .	3
47558	47559	2319	Methodical , measured , and gently tedious in its comedy , Secret Ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain .	4
47592	47593	2320	Offers an interesting look at the rapidly changing face of Beijing .	3
47605	47606	2321	Gaunt , silver-haired and leonine , -LRB- Harris -RRB- brings a tragic dimension and savage full-bodied wit and cunning to the aging Sandeman .	3
47636	47637	2322	Just plain silly .	2
47639	47640	2323	When it 's not wallowing in hormonal melodrama , `` Real Women Have Curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams .	3
47681	47682	2324	There 's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance .	3
47707	47708	2325	This flat run at a hip-hop Tootsie is so poorly paced you could fit all of Pootie Tang in between its punchlines .	0
47733	47734	2326	A triumph of pure craft and passionate heart .	4
47740	47741	2327	imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson 's Far Side humor	3
47758	47759	2328	It 's really just another silly Hollywood action film , one among a multitude of simple-minded , yahoo-ing death shows .	2
47779	47780	2329	This is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .	0
47799	47800	2330	Deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance .	3
47821	47822	2331	All of it works smoothly under the direction of Spielberg , who does a convincing impersonation here of a director enjoying himself immensely .	4
47844	47845	2332	The whole thing 's fairly lame , making it par for the course for Disney sequels .	1
47857	47858	2333	Even at its worst , it 's not half-bad .	3
47863	47864	2334	A visionary marvel , but it 's lacking a depth in storytelling usually found in anime like this .	1
47882	47883	2335	Graced with the kind of social texture and realism that would be foreign in American teen comedies .	3
47898	47899	2336	Like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they 're struggling to create .	0
47924	47925	2337	A three-hour cinema master class .	3
47931	47932	2338	Beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .	3
47951	47952	2339	If you can get past the taboo subject matter , it will be well worth your time .	4
47967	47968	2340	While the now 72-year-old Robert Evans been slowed down by a stroke , he has at least one more story to tell : his own .	3
47993	47994	2341	More busy than exciting , more frantic than involving , more chaotic than entertaining .	1
48008	48009	2342	Precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family .	3
48029	48030	2343	Any Chekhov is better than no Chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years .	2
48059	48060	2344	Its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .	3
48081	48082	2345	You may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .	0
48105	48106	2346	I did n't smile .	1
48108	48109	2347	While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic tone , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .	1
48152	48153	2348	Return to Neverland manages to straddle the line between another classic for the company and just another run-of-the-mill Disney sequel intended for the home video market .	1
48178	48179	2349	Shafer 's feature does n't offer much in terms of plot or acting .	1
48191	48192	2350	Was I scared ?	2
48194	48195	2351	But Windtalkers does n't beat that one , either .	1
48202	48203	2352	It 's funny .	3
48205	48206	2353	A case in point : Doug Pray 's Scratch .	2
48214	48215	2354	Contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin .	1
48245	48246	2355	MacDowell ... gives give a solid , anguished performance that eclipses nearly everything else she 's ever done .	4
48265	48266	2356	This is a poster movie , a mediocre tribute to films like Them !	1
48279	48280	2357	Peppering this urban study with references to Norwegian folktales , Villeneuve creates in Maelstrom a world where the bizarre is credible and the real turns magical .	3
48307	48308	2358	No , I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .	1
48337	48338	2359	In the era of The Sopranos , it feels painfully redundant and inauthentic .	1
48350	48351	2360	You ca n't believe anyone would really buy this stuff .	0
48359	48360	2361	Long on twinkly-eyed close-ups and short on shame .	1
48369	48370	2362	It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless .	1
48388	48389	2363	Each scene drags , underscoring the obvious , and sentiment is slathered on top .	1
48404	48405	2364	Outside of Burger 's desire to make some kind of film , it 's really unclear why this project was undertaken	1
48425	48426	2365	I 'd rather watch a rerun of The Powerpuff Girls	0
48432	48433	2366	It 's a talking head documentary , but a great one .	3
48441	48442	2367	C'mon !	2
48443	48444	2368	Director Shekhar Kapur and screenwriters Michael Schiffer and Hossein Amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great .	1
48477	48478	2369	This is DiCaprio 's best performance in anything ever , and easily the most watchable film of the year .	4
48495	48496	2370	Everything about it from the bland songs to the colorful but flat drawings is completely serviceable and quickly forgettable .	1
48515	48516	2371	Cineasts will revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of Miramax chief Harvey Weinstein 's bluff personal style to the stylistic rigors of Denmark 's Dogma movement .	3
48561	48562	2372	An uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films based on Philip K. Dick stories .	1
48596	48597	2373	You have enough finely tuned acting to compensate for the movie 's failings .	2
48609	48610	2374	All of the filmmakers ' calculations ca n't rescue Brown Sugar from the curse of blandness .	0
48625	48626	2375	The dramatic crisis does n't always succeed in its quest to be taken seriously , but Huppert 's volatile performance makes for a riveting movie experience .	2
48650	48651	2376	Eddie Murphy and Owen Wilson have a cute partnership in I Spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good .	1
48683	48684	2377	There 's only one way to kill Michael Myers for good : stop buying tickets to these movies .	0
48703	48704	2378	It makes compelling , provocative and prescient viewing .	4
48712	48713	2379	The Country Bears wastes an exceptionally good idea .	0
48721	48722	2380	Conforms itself with creating a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences .	1
48744	48745	2381	A different and emotionally reserved type of survival story -- a film less about refracting all of World War II through the specific conditions of one man , and more about that man lost in its midst .	3
48781	48782	2382	Sure , I hated myself in the morning .	1
48791	48792	2383	A rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .	4
48828	48829	2384	Swims in mediocrity , sticking its head up for a breath of fresh air now and then .	0
48847	48848	2385	Happily , some things are immune to the folly of changing taste and attitude .	3
48863	48864	2386	Great over-the-top moviemaking if you 're in a slap-happy mood .	4
48874	48875	2387	Swiftly deteriorates into a terribly obvious melodrama and rough-hewn vanity project for lead actress Andie MacDowell .	0
48894	48895	2388	As gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy , clean-cut Dahmer -LRB- Jeremy Renner -RRB- and fiendish acts that no amount of earnest textbook psychologizing can bridge .	0
48937	48938	2389	foreshadowing	2
48953	48954	2390	This film is so different from The Apple and so striking that it can only encourage us to see Samira Makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success .	3
48994	48995	2391	Sometimes makes less sense than the Bruckheimeresque American action flicks it emulates .	1
49008	49009	2392	Terrible .	0
49009	49010	2393	Tiresomely derivative and hammily acted .	0
49017	49018	2394	The film 's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that Tornatore was right to cut .	1
49043	49044	2395	Witherspoon puts to rest her valley-girl image , but it 's Dench who really steals the show .	2
49062	49063	2396	Lookin ' for sin , American-style ?	1
49070	49071	2397	Dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .	2
49088	49089	2398	An intelligent romantic thriller of a very old-school kind of quality .	3
49099	49100	2399	Even if The Ring has a familiar ring , it 's still unusually crafty and intelligent for Hollywood horror .	3
49119	49120	2400	The usual movie rah-rah , pleasantly and predictably delivered in low-key style by director Michael Apted and writer Tom Stoppard .	3
49137	49138	2401	An intelligent and deeply felt work about impossible , irrevocable choices and the price of making them .	4
49154	49155	2402	A diverse and astonishingly articulate cast of Palestinian and Israeli children .	3
49167	49168	2403	... what a banal bore the preachy Circuit turns out to be	0
49178	49179	2404	It would be disingenuous to call Reno a great film , but you can say that about most of the flicks moving in and out of the multiplex .	2
49204	49205	2405	By-the-numbers yarn .	1
49207	49208	2406	Part of the charm of Satin Rouge is that it avoids the obvious with humour and lightness .	3
49222	49223	2407	A movie of technical skill and rare depth of intellect and feeling .	4
49234	49235	2408	Cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .	0
49248	49249	2409	The only fun part of the movie is playing the obvious game .	1
49258	49259	2410	Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .	2
49270	49271	2411	Kapur fails to give his audience a single character worth rooting for -LRB- or worth rooting against , for that matter -RRB- .	1
49291	49292	2412	Has lost some of the dramatic conviction that underlies the best of comedies ...	1
49304	49305	2413	Seeing Seinfeld at home as he watches his own appearance on Letterman with a clinical eye reminds you that the key to stand-up is to always make it look easy , even though the reality is anything but .	2
49342	49343	2414	An engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .	4
49356	49357	2415	A movie in which laughter and self-exploitation merge into jolly soft-porn 'em powerment . '	3
49373	49374	2416	If you really want to understand what this story is really all about , you 're far better served by the source material .	0
49392	49393	2417	Lightweight but appealing .	3
49395	49396	2418	Well , this movie proves you wrong on both counts .	1
49405	49406	2419	A very familiar tale , one that 's been told by countless filmmakers about Italian - , Chinese - , Irish - , Latin - , Indian - , Russian - and other hyphenate American young men struggling to balance conflicting cultural messages .	2
49451	49452	2420	That 's fun for kids of any age .	4
49459	49460	2421	Why would anyone cast the magnificent Jackie Chan in a movie full of stunt doubles and special effects ?	1
49475	49476	2422	Koury frighteningly and honestly exposes one teenager 's uncomfortable class resentment and , in turn , his self-inflicted retaliation .	3
49500	49501	2423	Terrific performances , great to look at , and funny .	4
49507	49508	2424	An unorthodox little film noir organized crime story that includes one of the strangest love stories you will ever see .	3
49530	49531	2425	Neatly constructed thriller .	3
49533	49534	2426	One of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .	4
49551	49552	2427	The most brilliant work in this genre since the 1984 uncut version of Sergio Leone 's flawed but staggering Once Upon a Time in America .	4
49579	49580	2428	The beautifully choreographed kitchen ballet is simple but absorbing .	3
49590	49591	2429	Cool .	3
49591	49592	2430	`` Me Without You '' is a probing examination of a female friendship set against a few dynamic decades .	2
49609	49610	2431	This sort of cute and cloying material is far from Zhang 's forte and it shows .	2
49623	49624	2432	The first half bursts with a goofy energy previous Disney films only used for a few minutes here and there .	2
49642	49643	2433	A peculiar misfire that even Tunney ca n't save .	0
49651	49652	2434	Coppola has made a film of intoxicating atmosphere and little else .	3
49660	49661	2435	The film has a childlike quality about it .	2
49667	49668	2436	There 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .	1
49698	49699	2437	Broomfield has a rather unique approach to documentary .	3
49706	49707	2438	-LRB- There 's -RRB- quite a bit of heart , as you would expect from the directors of The Little Mermaid and Aladdin .	3
49729	49730	2439	Never inspires more than an interested detachment .	1
49737	49738	2440	Combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .	3
49757	49758	2441	If `` Lilo & Stitch '' is n't the most edgy piece of Disney animation to hit the silver screen , then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years .	4
49799	49800	2442	Indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost Dadaist proportions .	3
